,h3,count,geometry
19,88194ac045fffff,6,"POLYGON ((-0.1286553826974825 51.35031621564683, -0.1353452325217184 51.34911594120519, -0.1365652706954948 51.34463394350186, -0.1310962367380166 51.34135248829492, -0.1244074478426975 51.34255280434623, -0.12318663208655 51.3470345339798, -0.1286553826974825 51.35031621564683))"
20,88194ac047fffff,5,"POLYGON ((-0.1244074478426975 51.34255280434623, -0.1310962367380166 51.34135248829492, -0.1323163970658587 51.33687027021043, -0.1268485458593129 51.33358863630772, -0.1201608176303113 51.33478899406493, -0.1189398800521353 51.33927094400395, -0.1244074478426975 51.34255280434623))"
21,88194ac049fffff,3,"POLYGON ((-0.1085864673940526 51.35391426238429, -0.1152759999537575 51.35271537620023, -0.1164974712516259 51.34823413511389, -0.11103018720522 51.34495204839544, -0.1043417158226551 51.34615097646565, -0.1031194674200458 51.35063194935316, -0.1085864673940526 51.35391426238429))"
22,88194ac04bfffff,4,"POLYGON ((-0.1043417158226551 51.34615097646565, -0.11103018720522 51.34495204839544, -0.1122517801389654 51.34047058693406, -0.1067856785736186 51.33718832180235, -0.1000982681053018 51.3383872918549, -0.09887589839873824 51.34286848504182, -0.1043417158226551 51.34615097646565))"
23,88194ac04dfffff,1,"POLYGON ((-0.1207444668898316 51.35599728426397, -0.1274346889092904 51.35479772482965, -0.1286553826974825 51.35031621564683, -0.12318663208655 51.3470345339798, -0.1164974712516259 51.34823413511389, -0.1152759999537575 51.35271537620023, -0.1207444668898316 51.35599728426397))"
24,88194ac051fffff,5,"POLYGON ((-0.09585612368782227 51.33062320893876, -0.102542473504729 51.32942419680776, -0.1037643092731245 51.32494229503217, -0.09830057144465433 51.32165967379841, -0.09161528201640577 51.32285872810394, -0.09039267013856353 51.32734036145374, -0.09585612368782227 51.33062320893876))"
25,88194ac053fffff,1,"POLYGON ((-0.09161528201640577 51.32285872810394, -0.09830057144465433 51.32165967379841, -0.09952252841205853 51.31717755208381, -0.09405997183979044 51.31389475316116, -0.08737574253748306 51.31509384973723, -0.0861530097920428 51.31957570295046, -0.09161528201640577 51.32285872810394))"
26,88194ac055fffff,6,"POLYGON ((-0.1080073929974983 51.3327066401112, -0.1146944322516153 51.33150695528891, -0.1159154915060421 51.32702478518981, -0.1104502881308609 51.32374256822158, -0.1037643092731245 51.32494229503217, -0.102542473504729 51.32942419680776, -0.1080073929974983 51.3327066401112))"
27,88194ac057fffff,1,"POLYGON ((-0.1037643092731245 51.32494229503217, -0.1104502881308609 51.32374256822158, -0.111671468915866 51.31926017810778, -0.1062074471360327 51.31597778318884, -0.09952252841205853 51.31717755208381, -0.09830057144465433 51.32165967379841, -0.1037643092731245 51.32494229503217))"
28,88194ac059fffff,2,"POLYGON ((-0.08794691226170515 51.33630291969844, -0.09463363282290078 51.33510462227977, -0.09585612368782227 51.33062320893876, -0.09039267013856353 51.32734036145374, -0.08370701022083939 51.32853870113711, -0.08248374331954127 51.33301984602582, -0.08794691226170515 51.33630291969844))"
29,88194ac05dfffff,2,"POLYGON ((-0.1000982681053018 51.3383872918549, -0.1067856785736186 51.33718832180235, -0.1080073929974983 51.3327066401112, -0.102542473504729 51.32942419680776, -0.09585612368782227 51.33062320893876, -0.09463363282290078 51.33510462227977, -0.1000982681053018 51.3383872918549))"
30,88194ac061fffff,4,"POLYGON ((-0.1487252481754599 51.34671400381134, -0.1554154136450668 51.34551234078698, -0.1566340182585509 51.34102958671892, -0.1511632355724639 51.3377487636007, -0.1444741307827331 51.33895046795823, -0.1432547481097884 51.34343295408578, -0.1487252481754599 51.34671400381134))"
31,88194ac067fffff,3,"POLYGON ((-0.1566340182585509 51.34102958671892, -0.1633238106331908 51.33982720869611, -0.1645417597872349 51.33534396632709, -0.1590706948088703 51.33206336987951, -0.1523819628581991 51.33326578914537, -0.1511632355724639 51.3377487636007, -0.1566340182585509 51.34102958671892))"
32,88194ac069fffff,8,"POLYGON ((-0.1408154496387126 51.35239721747478, -0.147505987988777 51.35119626948196, -0.1487252481754599 51.34671400381134, -0.1432547481097884 51.34343295408578, -0.1365652706954948 51.34463394350186, -0.1353452325217184 51.34911594120519, -0.1408154496387126 51.35239721747478))"
33,88194ac06bfffff,7,"POLYGON ((-0.1365652706954948 51.34463394350186, -0.1432547481097884 51.34343295408578, -0.1444741307827331 51.33895046795823, -0.1390048138068726 51.33566923927479, -0.1323163970658587 51.33687027021043, -0.1310962367380166 51.34135248829492, -0.1365652706954948 51.34463394350186))"
34,88194ac06dfffff,1,"POLYGON ((-0.1529776715528813 51.35447714000802, -0.1596688979647569 51.35327551822049, -0.1608873797596652 51.34879298468515, -0.1554154136450668 51.34551234078698, -0.1487252481754599 51.34671400381134, -0.147505987988777 51.35119626948196, -0.1529776715528813 51.35447714000802))"
35,88194ac0cdfffff,2,"POLYGON ((-0.09104287306613917 51.30164687412653, -0.0977256723101548 51.3004470207749, -0.09894721681393115 51.2959639714899, -0.09348673737282229 51.29268104416764, -0.08680499747509847 51.29388093989142, -0.08558267778258558 51.29836372055039, -0.09104287306613917 51.30164687412653))"
36,88194ac0e9fffff,1,"POLYGON ((-0.1110915892228339 51.29804592752024, -0.117774706532839 51.29684468754499, -0.1189948210585308 51.29236088173063, -0.1135325940499796 51.28907858437378, -0.1068505358394839 51.29027986644492, -0.105629645648389 51.29476340376205, -0.1110915892228339 51.29804592752024))"
37,88194ac107fffff,1,"POLYGON ((-0.22110880574868 51.33795528058985, -0.2278005932182923 51.33674877512303, -0.2290141146520904 51.33226348603056, -0.2235366286182797 51.32898496983807, -0.2168459010811926 51.33019151562186, -0.2156315997557562 51.33467653726601, -0.22110880574868 51.33795528058985))"
38,88194ac109fffff,3,"POLYGON ((-0.2052950952702736 51.34933526010386, -0.2119876333375629 51.34813018498718, -0.2132024659215785 51.34364587199109, -0.2077255402977018 51.34036690159895, -0.201034062676642 51.34157201721278, -0.1998184503437028 51.34605606270643, -0.2052950952702736 51.34933526010386))"
39,88194ac10bfffff,1,"POLYGON ((-0.201034062676642 51.34157201721278, -0.2077255402977018 51.34036690159895, -0.2089404970697414 51.3358823679817, -0.2034647557474385 51.33260321754152, -0.1967743383109184 51.33380837374894, -0.1955586021226157 51.33829263978782, -0.201034062676642 51.34157201721278))"
40,88194ac141fffff,11,"POLYGON ((-0.2016480984557999 51.36278602540193, -0.2083420724659096 51.36158170600151, -0.2095574366473925 51.35709810203475, -0.2040796069395599 51.3538190849068, -0.1973866938943931 51.35502344479799, -0.1961705497026754 51.3595067813112, -0.2016480984557999 51.36278602540193))"
41,88194ac143fffff,8,"POLYGON ((-0.1973866938943931 51.35502344479799, -0.2040796069395599 51.3538190849068, -0.2052950952702736 51.34933526010386, -0.1998184503437028 51.34605606270643, -0.1931265980015698 51.34726046318487, -0.1919103299934949 51.35174402045834, -0.1973866938943931 51.35502344479799))"
42,88194ac145fffff,16,"POLYGON ((-0.213821087363947 51.36486054261801, -0.2205157471090153 51.36365554820618, -0.2217303308757287 51.35917167688886, -0.2162510354226836 51.35589306731875, -0.2095574366473925 51.35709810203475, -0.2083420724659096 51.36158170600151, -0.213821087363947 51.36486054261801))"
43,88194ac147fffff,3,"POLYGON ((-0.2095574366473925 51.35709810203475, -0.2162510354226836 51.35589306731875, -0.217465743671635 51.35140897508931, -0.2119876333375629 51.34813018498718, -0.2052950952702736 51.34933526010386, -0.2040796069395599 51.3538190849068, -0.2095574366473925 51.35709810203475))"
44,88194ac149fffff,21,"POLYGON ((-0.1937377291966374 51.36847274506086, -0.2004320782273554 51.36726914100949, -0.2016480984557999 51.36278602540193, -0.1961705497026754 51.3595067813112, -0.1894772618938223 51.36071042594341, -0.1882604617268168 51.36519327407039, -0.1937377291966374 51.36847274506086))"
45,88194ac14bfffff,16,"POLYGON ((-0.1894772618938223 51.36071042594341, -0.1961705497026754 51.3595067813112, -0.1973866938943931 51.35502344479799, -0.1919103299934949 51.35174402045834, -0.185218103144429 51.35294770576789, -0.1840011793470557 51.35743077472461, -0.1894772618938223 51.36071042594341))"
46,88194ac14dfffff,1,"POLYGON ((-0.2059108122417033 51.37054820460942, -0.2126058474787636 51.3693439256032, -0.213821087363947 51.36486054261801, -0.2083420724659096 51.36158170600151, -0.2016480984557999 51.36278602540193, -0.2004320782273554 51.36726914100949, -0.2059108122417033 51.37054820460942))"
47,88194ac155fffff,8,"POLYGON ((-0.1931265980015698 51.34726046318487, -0.1998184503437028 51.34605606270643, -0.201034062676642 51.34157201721278, -0.1955586021226157 51.33829263978782, -0.1888678102216678 51.33949708094996, -0.1876514185440566 51.34398085883821, -0.1931265980015698 51.34726046318487))"
48,88194ac159fffff,2,"POLYGON ((-0.1730516649242606 51.35087088553383, -0.1797432051117291 51.34966787456266, -0.1809602523927416 51.34518458492156, -0.1754865384653115 51.3419045739717, -0.1687960589699738 51.34310762590316, -0.1675782328204947 51.34759064780906, -0.1730516649242606 51.35087088553383))"
49,88194ac15bfffff,1,"POLYGON ((-0.1687960589699738 51.34310762590316, -0.1754865384653115 51.3419045739717, -0.1767037090833015 51.33742106379168, -0.1712311788525227 51.33414087333902, -0.1645417597872349 51.33534396632709, -0.1633238106331908 51.33982720869611, -0.1687960589699738 51.34310762590316))"
50,88194ac15dfffff,2,"POLYGON ((-0.185218103144429 51.35294770576789, -0.1919103299934949 51.35174402045834, -0.1931265980015698 51.34726046318487, -0.1876514185440566 51.34398085883821, -0.1809602523927416 51.34518458492156, -0.1797432051117291 51.34966787456266, -0.185218103144429 51.35294770576789))"
51,88194ac16dfffff,1,"POLYGON ((-0.2381735201047716 51.36900632796524, -0.2448695499190028 51.36779998280119, -0.2460825716427351 51.36331557709214, -0.2406003448864913 51.36003778367621, -0.2339053760507235 51.36124416877107, -0.2326915731032604 51.36572830733584, -0.2381735201047716 51.36900632796524))"
52,88194ac201fffff,5,"POLYGON ((-0.07269119234271816 51.3688604986398, -0.0793811474522863 51.36766443033539, -0.08060536294097471 51.36318492374638, -0.07514039991083911 51.35990175382748, -0.06845150673588864 51.36109786447474, -0.06722651476729526 51.3655771026831, -0.07269119234271816 51.3688604986398))"
53,88194ac203fffff,3,"POLYGON ((-0.06845150673588864 51.36109786447474, -0.07514039991083911 51.35990175382748, -0.07636473614432435 51.35542202673039, -0.07090095546168372 51.35213867872184, -0.0642131239578515 51.35333483180813, -0.06298801157634581 51.35781429044901, -0.06845150673588864 51.36109786447474))"
54,88194ac205fffff,11,"POLYGON ((-0.08484729323882807 51.37094742192336, -0.0915379396825083 51.36975068078526, -0.09276137828581872 51.3652709059177, -0.08729494744164379 51.36198814045179, -0.08060536294097471 51.36318492374638, -0.0793811474522863 51.36766443033539, -0.08484729323882807 51.37094742192336))"
55,88194ac207fffff,4,"POLYGON ((-0.08060536294097471 51.36318492374638, -0.08729494744164379 51.36198814045179, -0.08851850712178821 51.35750814500054, -0.08305325896538308 51.35422520118308, -0.07636473614432435 51.35542202673039, -0.07514039991083911 51.35990175382748, -0.08060536294097471 51.36318492374638))"
56,88194ac20bfffff,3,"POLYGON ((-0.06053725145388474 51.366772498398, -0.06722651476729526 51.3655771026831, -0.06845150673588864 51.36109786447474, -0.06298801157634581 51.35781429044901, -0.05629981018884143 51.35900972869306, -0.05507404214583198 51.36348869841874, -0.06053725145388474 51.366772498398))"
57,88194ac20dfffff,7,"POLYGON ((-0.07693218133266939 51.37662273391702, -0.0836231986404405 51.37542670785921, -0.08484729323882807 51.37094742192336, -0.0793811474522863 51.36766443033539, -0.07269119234271816 51.3688604986398, -0.07146632093235979 51.37333951627058, -0.07693218133266939 51.37662273391702))"
58,88194ac211fffff,1,"POLYGON ((-0.05206367108012901 51.35124656082391, -0.05875081080532846 51.35005107995458, -0.05997604345450641 51.3455714010263, -0.05451491190034322 51.34228747158613, -0.04782883357384116 51.34348299517684, -0.04660282551358045 51.34796240547141, -0.05206367108012901 51.35124656082391))"
59,88194ac215fffff,1,"POLYGON ((-0.0642131239578515 51.35333483180813, -0.07090095546168372 51.35213867872184, -0.07212541229457306 51.34765873126177, -0.06666281355069434 51.34437520540484, -0.05997604345450641 51.3455714010263, -0.05875081080532846 51.35005107995458, -0.0642131239578515 51.35333483180813))"
60,88194ac217fffff,7,"POLYGON ((-0.05997604345450641 51.3455714010263, -0.06666281355069434 51.34437520540484, -0.06788739083771279 51.33989503772696, -0.06242597362401237 51.33661133426291, -0.05574026467210608 51.33780757251556, -0.05451491190034322 51.34228747158613, -0.05997604345450641 51.3455714010263))"
61,88194ac219fffff,5,"POLYGON ((-0.04415027381715985 51.3569205169916, -0.0508377829559582 51.35572575090659, -0.05206367108012901 51.35124656082391, -0.04660282551358045 51.34796240547141, -0.03991637802792068 51.34915721436792, -0.03868971456646869 51.35363613579054, -0.04415027381715985 51.3569205169916))"
62,88194ac21bfffff,1,"POLYGON ((-0.03991637802792068 51.34915721436792, -0.04660282551358045 51.34796240547141, -0.04782883357384116 51.34348299517684, -0.04236916926505321 51.34019866249945, -0.03568378316884177 51.3413935143035, -0.03445700010274231 51.34587265586253, -0.03991637802792068 51.34915721436792))"
63,88194ac21dfffff,2,"POLYGON ((-0.05629981018884143 51.35900972869306, -0.06298801157634581 51.35781429044901, -0.0642131239578515 51.35333483180813, -0.05875081080532846 51.35005107995458, -0.05206367108012901 51.35124656082391, -0.0508377829559582 51.35572575090659, -0.05629981018884143 51.35900972869306))"
64,88194ac221fffff,6,"POLYGON ((-0.1049195522511728 51.36735581039846, -0.1116105180162838 51.36615768107718, -0.1128325233738841 51.36167714922413, -0.1073643404410447 51.35839501482716, -0.1006744363715392 51.35959318602847, -0.09945165365003046 51.36407344973175, -0.1049195522511728 51.36735581039846))"
65,88194ac223fffff,7,"POLYGON ((-0.1006744363715392 51.35959318602847, -0.1073643404410447 51.35839501482716, -0.1085864673940526 51.35391426238429, -0.1031194674200458 51.35063194935316, -0.09643062478300242 51.35183016253075, -0.09520772079824422 51.35631064674819, -0.1006744363715392 51.35959318602847))"
66,88194ac225fffff,32,"POLYGON ((-0.1170798843168574 51.36943963659854, -0.1237715400197437 51.36824083389798, -0.1249927676082076 51.36376003399749, -0.1195231173736813 51.36047830482998, -0.1128325233738841 51.36167714922413, -0.1116105180162838 51.36615768107718, -0.1170798843168574 51.36943963659854))"
67,88194ac227fffff,7,"POLYGON ((-0.1128325233738841 51.36167714922413, -0.1195231173736813 51.36047830482998, -0.1207444668898316 51.35599728426397, -0.1152759999537575 51.35271537620023, -0.1085864673940526 51.35391426238429, -0.1073643404410447 51.35839501482716, -0.1128325233738841 51.36167714922413))"
68,88194ac229fffff,53,"POLYGON ((-0.09700555362339604 51.37303326765825, -0.1036968909386785 51.37183585344243, -0.1049195522511728 51.36735581039846, -0.09945165365003046 51.36407344973175, -0.09276137828581872 51.3652709059177, -0.0915379396825083 51.36975068078526, -0.09700555362339604 51.37303326765825))"
69,88194ac22bfffff,16,"POLYGON ((-0.09276137828581872 51.3652709059177, -0.09945165365003046 51.36407344973175, -0.1006744363715392 51.35959318602847, -0.09520772079824422 51.35631064674819, -0.08851850712178821 51.35750814500054, -0.08729494744164379 51.36198814045179, -0.09276137828581872 51.3652709059177))"
70,88194ac22dfffff,9,"POLYGON ((-0.1091659729766876 51.3751180352542, -0.115858000700563 51.37391994771659, -0.1170798843168574 51.36943963659854, -0.1116105180162838 51.36615768107718, -0.1049195522511728 51.36735581039846, -0.1036968909386785 51.37183585344243, -0.1091659729766876 51.3751180352542))"
71,88194ac231fffff,1,"POLYGON ((-0.08427693957680024 51.34974498529326, -0.09096509182871367 51.34854744487832, -0.09218811693112829 51.34406674029186, -0.0867237661871413 51.34078384450866, -0.08003667509660181 51.34198142718235, -0.07881287369938093 51.34646186336557, -0.08427693957680024 51.34974498529326))"
72,88194ac233fffff,3,"POLYGON ((-0.08003667509660181 51.34198142718235, -0.0867237661871413 51.34078384450866, -0.08794691226170515 51.33630291969844, -0.08248374331954127 51.33301984602582, -0.07579771312724524 51.33421747105437, -0.0745737910895434 51.33869812738574, -0.08003667509660181 51.34198142718235))"
73,88194ac235fffff,7,"POLYGON ((-0.09643062478300242 51.35183016253075, -0.1031194674200458 51.35063194935316, -0.1043417158226551 51.34615097646565, -0.09887589839873824 51.34286848504182, -0.09218811693112829 51.34406674029186, -0.09096509182871367 51.34854744487832, -0.09643062478300242 51.35183016253075))"
74,88194ac237fffff,3,"POLYGON ((-0.09218811693112829 51.34406674029186, -0.09887589839873824 51.34286848504182, -0.1000982681053018 51.3383872918549, -0.09463363282290078 51.33510462227977, -0.08794691226170515 51.33630291969844, -0.0867237661871413 51.34078384450866, -0.09218811693112829 51.34406674029186))"
75,88194ac239fffff,1,"POLYGON ((-0.07636473614432435 51.35542202673039, -0.08305325896538308 51.35422520118308, -0.08427693957680024 51.34974498529326, -0.07881287369938093 51.34646186336557, -0.07212541229457306 51.34765873126177, -0.07090095546168372 51.35213867872184, -0.07636473614432435 51.35542202673039))"
76,88194ac23dfffff,1,"POLYGON ((-0.08851850712178821 51.35750814500054, -0.09520772079824422 51.35631064674819, -0.09643062478300242 51.35183016253075, -0.09096509182871367 51.34854744487832, -0.08427693957680024 51.34974498529326, -0.08305325896538308 51.35422520118308, -0.08851850712178821 51.35750814500054))"
77,88194ac241fffff,8,"POLYGON ((-0.0610988773522585 51.3879697453555, -0.0677906357415155 51.38677514955511, -0.06901604266965478 51.38229684177041, -0.0635504679842304 51.37901339812917, -0.05685977230339775 51.38020803635638, -0.05563358871051557 51.38468607578307, -0.0610988773522585 51.3879697453555))"
78,88194ac243fffff,8,"POLYGON ((-0.05685977230339775 51.38020803635638, -0.0635504679842304 51.37901339812917, -0.064775995429337 51.37453486955253, -0.05931160363718443 51.37125124762167, -0.05262197040085053 51.37244592837196, -0.05139566662311455 51.37692418851507, -0.05685977230339775 51.38020803635638))"
79,88194ac245fffff,6,"POLYGON ((-0.07325739372948863 51.39005841466555, -0.07994984440297211 51.38886314596076, -0.0811744742603802 51.38438456992011, -0.075707430625996 51.38110153082523, -0.06901604266965478 51.38229684177041, -0.0677906357415155 51.38677514955511, -0.07325739372948863 51.39005841466555))"
80,88194ac247fffff,13,"POLYGON ((-0.06901604266965478 51.38229684177041, -0.075707430625996 51.38110153082523, -0.07693218133266939 51.37662273391702, -0.07146632093235979 51.37333951627058, -0.064775995429337 51.37453486955253, -0.0635504679842304 51.37901339812917, -0.06901604266965478 51.38229684177041))"
81,88194ac249fffff,9,"POLYGON ((-0.05318068548313932 51.39364144454434, -0.05987281408955284 51.39244756392087, -0.0610988773522585 51.3879697453555, -0.05563358871051557 51.38468607578307, -0.04894252306757191 51.38587999892345, -0.04771568321390903 51.3903575491044, -0.05318068548313932 51.39364144454434))"
82,88194ac24dfffff,11,"POLYGON ((-0.06533928610215965 51.39573105498327, -0.07203210746383343 51.39453650151336, -0.07325739372948863 51.39005841466555, -0.0677906357415155 51.38677514955511, -0.0610988773522585 51.3879697453555, -0.05987281408955284 51.39244756392087, -0.06533928610215965 51.39573105498327))"
83,88194ac251fffff,1,"POLYGON ((-0.04047010676460673 51.3703559109659, -0.04715904727280097 51.36916190250292, -0.04838547109016982 51.36468342178833, -0.04292373010525505 51.36139921813271, -0.03623585176845488 51.36259326940124, -0.03500865235609406 51.36707148150491, -0.04047010676460673 51.3703559109659))"
84,88194ac253fffff,4,"POLYGON ((-0.03623585176845488 51.36259326940124, -0.04292373010525505 51.36139921813271, -0.04415027381715985 51.3569205169916, -0.03868971456646869 51.35363613579054, -0.03200289813717196 51.35483022996073, -0.03077557916191481 51.35930866241543, -0.03623585176845488 51.36259326940124))"
85,88194ac255fffff,4,"POLYGON ((-0.05262197040085053 51.37244592837196, -0.05931160363718443 51.37125124762167, -0.06053725145388474 51.366772498398, -0.05507404214583198 51.36348869841874, -0.04838547109016982 51.36468342178833, -0.04715904727280097 51.36916190250292, -0.05262197040085053 51.37244592837196))"
86,88194ac257fffff,2,"POLYGON ((-0.04838547109016982 51.36468342178833, -0.05507404214583198 51.36348869841874, -0.05629981018884143 51.35900972869306, -0.0508377829559582 51.35572575090659, -0.04415027381715985 51.3569205169916, -0.04292373010525505 51.36139921813271, -0.04838547109016982 51.36468342178833))"
87,88194ac259fffff,1,"POLYGON ((-0.03255371731509084 51.37602719609791, -0.03924302706006422 51.37483390257356, -0.04047010676460673 51.3703559109659, -0.03500865235609406 51.36707148150491, -0.02832040503701954 51.36826481792494, -0.02709254981151247 51.37274254089537, -0.03255371731509084 51.37602719609791))"
88,88194ac25bfffff,1,"POLYGON ((-0.02832040503701954 51.36826481792494, -0.03500865235609406 51.36707148150491, -0.03623585176845488 51.36259326940124, -0.03077557916191481 51.35930866241543, -0.02408839400463543 51.36050204182725, -0.022860419403026 51.3649799852182, -0.02832040503701954 51.36826481792494))"
89,88194ac25dfffff,6,"POLYGON ((-0.04470566367956565 51.37811815426863, -0.05139566662311455 51.37692418851507, -0.05262197040085053 51.37244592837196, -0.04715904727280097 51.36916190250292, -0.04047010676460673 51.3703559109659, -0.03924302706006422 51.37483390257356, -0.04470566367956565 51.37811815426863))"
90,88194ac261fffff,17,"POLYGON ((-0.09333506655671742 51.38647122021476, -0.1000278376768482 51.38527456310076, -0.1012510336893616 51.38079522983577, -0.09578223624259539 51.37751282179706, -0.08909052759244912 51.37870952087493, -0.08786655402999043 51.38318858601261, -0.09333506655671742 51.38647122021476))"
91,88194ac263fffff,24,"POLYGON ((-0.08909052759244912 51.37870952087493, -0.09578223624259539 51.37751282179706, -0.09700555362339604 51.37303326765825, -0.0915379396825083 51.36975068078526, -0.08484729323882807 51.37094742192336, -0.0836231986404405 51.37542670785921, -0.08909052759244912 51.37870952087493))"
92,88194ac265fffff,39,"POLYGON ((-0.1054978190387698 51.38855679206382, -0.1121912810462465 51.38735946149917, -0.1134136991030998 51.3828798602091, -0.1079434332190296 51.37959785749371, -0.1012510336893616 51.38079522983577, -0.1000278376768482 51.38527456310076, -0.1054978190387698 51.38855679206382))"
93,88194ac267fffff,35,"POLYGON ((-0.1012510336893616 51.38079522983577, -0.1079434332190296 51.37959785749371, -0.1091659729766876 51.3751180352542, -0.1036968909386785 51.37183585344243, -0.09700555362339604 51.37303326765825, -0.09578223624259539 51.37751282179706, -0.1012510336893616 51.38079522983577))"
94,88194ac269fffff,13,"POLYGON ((-0.08541807168080646 51.39214600626282, -0.09211121417590791 51.39095006440929, -0.09333506655671742 51.38647122021476, -0.08786655402999043 51.38318858601261, -0.0811744742603802 51.38438456992011, -0.07994984440297211 51.38886314596076, -0.08541807168080646 51.39214600626282))"
95,88194ac26bfffff,14,"POLYGON ((-0.0811744742603802 51.38438456992011, -0.08786655402999043 51.38318858601261, -0.08909052759244912 51.37870952087493, -0.0836231986404405 51.37542670785921, -0.07693218133266939 51.37662273391702, -0.075707430625996 51.38110153082523, -0.0811744742603802 51.38438456992011))"
96,88194ac26dfffff,15,"POLYGON ((-0.09758091068678289 51.39423251955652, -0.1042747445404676 51.39303590431, -0.1054978190387698 51.38855679206382, -0.1000278376768482 51.38527456310076, -0.09333506655671742 51.38647122021476, -0.09211121417590791 51.39095006440929, -0.09758091068678289 51.39423251955652))"
97,88194ac2e1fffff,1,"POLYGON ((-0.06365067122001214 51.33213094651241, -0.07033601058206272 51.33093399363015, -0.07156005311504052 51.32645311729584, -0.06609953162348425 51.3231694624853, -0.0594152528879846 51.32436645800461, -0.05819043512810362 51.32884706568249, -0.06365067122001214 51.33213094651241))"
98,88194ac2e3fffff,2,"POLYGON ((-0.0594152528879846 51.32436645800461, -0.06609953162348425 51.3231694624853, -0.06732369450659655 51.31868836629339, -0.06186435366056001 51.3154045343378, -0.05518113528852538 51.31660157259007, -0.05395619750967878 51.32108240005004, -0.0594152528879846 51.32436645800461))"
99,88194ac2e5fffff,2,"POLYGON ((-0.07579771312724524 51.33421747105437, -0.08248374331954127 51.33301984602582, -0.08370701022083939 51.32853870113711, -0.07824502267214403 51.32525544981641, -0.07156005311504052 51.32645311729584, -0.07033601058206272 51.33093399363015, -0.07579771312724524 51.33421747105437))"
100,88194ac2e7fffff,3,"POLYGON ((-0.07156005311504052 51.32645311729584, -0.07824502267214403 51.32525544981641, -0.07946841025491412 51.32077408499451, -0.0740076036915108 51.31749065626711, -0.06732369450659655 51.31868836629339, -0.06609953162348425 51.3231694624853, -0.07156005311504052 51.32645311729584))"
101,88194ac301fffff,4,"POLYGON ((-0.1578292296479367 51.3834463124431, -0.1645240143671126 51.38224552917955, -0.1657427831451524 51.37776414678954, -0.160267546632289 51.37448381531212, -0.153573823899418 51.37568463961327, -0.1523542758038714 51.38016575433914, -0.1578292296479367 51.3834463124431))"
102,88194ac303fffff,11,"POLYGON ((-0.153573823899418 51.37568463961327, -0.160267546632289 51.37448381531212, -0.1614864384822707 51.37000221188408, -0.1560123866947422 51.36672170048208, -0.1493197256854304 51.36792256591738, -0.1481000548508283 51.37240390160545, -0.153573823899418 51.37568463961327))"
103,88194ac305fffff,9,"POLYGON ((-0.1700004360146005 51.38552568049071, -0.1766959088204786 51.38432422268628, -0.1779138978757771 51.37984257273482, -0.172437193958673 51.37656264813412, -0.1657427831451524 51.37776414678954, -0.1645240143671126 51.38224552917955, -0.1700004360146005 51.38552568049071))"
104,88194ac307fffff,8,"POLYGON ((-0.1657427831451524 51.37776414678954, -0.172437193958673 51.37656264813412, -0.1736553064188888 51.37208077706881, -0.1681797875660459 51.36880067228109, -0.1614864384822707 51.37000221188408, -0.160267546632289 51.37448381531212, -0.1657427831451524 51.37776414678954))"
105,88194ac30dfffff,7,"POLYGON ((-0.1620859434869348 51.39120758402001, -0.1687817904551803 51.39000684169753, -0.1700004360146005 51.38552568049071, -0.1645240143671126 51.38224552917955, -0.1578292296479367 51.3834463124431, -0.1566098044379801 51.3879272060616, -0.1620859434869348 51.39120758402001))"
106,88194ac311fffff,9,"POLYGON ((-0.1371551685529114 51.36584183975855, -0.1438471410230522 51.36464164824734, -0.1450669344503407 51.36016009174225, -0.1395955337651005 51.35687899465163, -0.132904622749266 51.35807922757989, -0.1316840510750295 51.36256051616669, -0.1371551685529114 51.36584183975855))"
107,88194ac313fffff,7,"POLYGON ((-0.132904622749266 51.35807922757989, -0.1395955337651005 51.35687899465163, -0.1408154496387126 51.35239721747478, -0.1353452325217184 51.34911594120519, -0.1286553826974825 51.35031621564683, -0.1274346889092904 51.35479772482965, -0.132904622749266 51.35807922757989))"
108,88194ac315fffff,11,"POLYGON ((-0.1493197256854304 51.36792256591738, -0.1560123866947422 51.36672170048208, -0.1572314014700485 51.36223987616125, -0.1517585339987116 51.35895918507639, -0.1450669344503407 51.36016009174225, -0.1438471410230522 51.36464164824734, -0.1493197256854304 51.36792256591738))"
109,88194ac317fffff,18,"POLYGON ((-0.1450669344503407 51.36016009174225, -0.1517585339987116 51.35895918507639, -0.1529776715528813 51.35447714000802, -0.147505987988777 51.35119626948196, -0.1408154496387126 51.35239721747478, -0.1395955337651005 51.35687899465163, -0.1450669344503407 51.36016009174225))"
110,88194ac319fffff,17,"POLYGON ((-0.1292423739617162 51.37152238392775, -0.135934719138793 51.37032290760408, -0.1371551685529114 51.36584183975855, -0.1316840510750295 51.36256051616669, -0.1249927676082076 51.36376003399749, -0.1237715400197437 51.36824083389798, -0.1292423739617162 51.37152238392775))"
111,88194ac31bfffff,10,"POLYGON ((-0.1249927676082076 51.36376003399749, -0.1316840510750295 51.36256051616669, -0.132904622749266 51.35807922757989, -0.1274346889092904 51.35479772482965, -0.1207444668898316 51.35599728426397, -0.1195231173736813 51.36047830482998, -0.1249927676082076 51.36376003399749))"
